Count,Group
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
400,a
100,a
1000,a
400,a
300,a
200,a
300,a
400,a
400,a
400,a
400,a
500,a
300,a
300,a
300,a
300,a
400,a
300,a
400,a
300,a
400,a
400,a
400,a
400,a
300,a
200,a
200,a
400,a
300,a
400,a
400,a
600,a
500,a
700,a
200,a
200,a
400,a
500,a
400,a
200,a
200,a
500,a
500,a
800,a
400,a
200,a
100,a
100,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
400,a
500,a
500,a
500,a
500,a
500,a
300,a
300,a
300,a
300,a
300,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
400,a
500,a
400,a
400,a
200,a
200,a
300,a
300,a
300,a
400,a
300,a
300,a
300,a
300,a
300,a
200,a
200,a
200,a
200,a
300,a
300,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
100,a
400,a
800,a
700,a
800,a
300,a
200,a
300,a
200,a
200,a
300,a
200,a
200,a
200,a
200,a
200,a
200,a
300,a
300,a
200,a
200,a
300,a
100,a
100,a
100,a
100,a
100,a
100,a
100,a
100,a
100,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
600,a
400,a
400,a
400,a
400,a
400,a
400,a
300,a
300,a
300,a
300,a
300,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
200,a
500,a
400,a
300,a
200,a
400,a
400,a
400,a
400,a
300,a
300,a
300,a
300,a
300,a
300,a
700,a
700,a
400,a
400,a
400,a
900,a
300,a
300,a
300,a
300,a
300,a
300,a
300,a
200,a
200,a
300,a
300,a
500,a
200,a
500,a
500,a
500,a
300,a
300,a
400,a
100,a
300,a
100,a
300,a
200,a
200,a
300,a
200,a
200,a
400,a
300,a
100,a
200,a
100,a
200,a
300,a
600,a
100,a
800,a
200,a
200,a
300,a
400,a
300,a
400,a
200,a
200,a
300,a
400,a
100,a
300,a
400,a
100,a
400,a
300,a
100,a
200,a
300,a
200,a
300,a
100,a
400,a
200,a
500,a
200,a
200,a
300,a
300,a
100,a
300,a
400,a
300,a
300,a
200,a
100,a
300,a
100,a
100,a
100,a
300,a
400,a
200,a
400,a
200,a
200,a
300,a
200,a
100,a
200,a
300,a
300,a
200,a
200,a
100,a
200,a
500,a
100,a
300,a
200,a
300,a
300,a
300,a
300,a
400,a
100,a
300,a
200,a
200,a
200,a
800,a
400,a
100,a
300,a
300,a
300,a
100,a
400,a
600,a
100,a
200,a
300,a
100,a
200,a
500,a
100,a
300,a
200,a
400,a
300,a
200,a
400,a
200,a
300,a
500,a
200,a
300,a
200,a
200,a
300,a
300,a
200,a
200,a
400,a
600,a
200,a
400,a
300,a
200,a
200,a
400,a
300,a
200,a
300,a
200,a
200,a
300,a
200,a
200,a
400,a
100,a
300,a
200,a
100,a
400,a
300,a
300,a
100,a
400,a
200,a
100,a
200,a
100,a
200,a
200,a
100,a
500,a
400,a
400,a
300,a
300,a
100,a
300,a
200,a
200,a
300,a
200,a
400,a
300,a
300,a
300,a
400,a
100,a
400,a
100,a
400,a
100,a
500,a
200,a
600,a
300,a
600,a
300,a
200,a
300,a
300,a
300,a
300,a
300,a
200,a
200,a
300,a
200,a
200,a
300,a
100,a
100,a
300,a
300,a
500,a
200,a
200,a
300,a
200,a
200,a
300,a
100,a
200,a
200,a
100,a
300,a
300,a
300,a
200,a
300,a
200,a
100,a
200,a
100,a
600,a
400,a
500,a
300,a
200,a
200,a
200,a
300,a
100,a
400,a
200,a
300,a
200,a
300,a
100,a
200,a
200,a
100,a
200,a
100,a
200,a
500,a
100,a
200,a
100,a
100,a
200,a
400,a
100,a
300,a
200,a
300,a
300,a
100,a
200,a
200,a
300,a
200,a
300,a
200,a
400,a
800,a
300,a
400,a
300,a
300,a
200,a
400,a
200,a
100,a
900,a
300,a
200,a
200,a
200,a
200,a
200,a
100,a
300,a
300,a
200,a
200,a
300,a
1100,a
100,a
200,a
200,a
300,a
300,a
400,a
200,a
200,a
200,a
400,a
300,a
500,a
200,a
200,a
400,a
200,a
200,a
200,a
200,a
100,a
600,a
300,a
200,a
200,a
200,a
200,a
400,a
200,a
100,a
300,a
100,a
300,a
200,a
200,a
200,a
400,a
100,a
100,a
300,a
200,a
200,a
400,a
400,a
200,a
100,a
100,a
400,a
700,a
600,a
100,a
200,a
200,a
300,a
100,a
200,a
300,a
400,a
200,a
100,a
400,a
200,a
300,a
200,a
400,a
200,a
100,a
300,a
200,a
300,a
400,a
200,a
200,a
300,a
200,a
700,a
200,a
400,a
200,a
200,a
200,a
200,a
200,a
200,a
300,a
300,a
400,a
300,a
600,a
300,a
200,a
200,a
100,a
300,a
200,a
200,a
200,a
300,a
200,a
100,a
100,a
300,a
200,a
400,a
200,a
200,a
300,a
200,a
400,a
200,a
300,a
100,a
100,a
200,a
200,a
200,a
700,a
300,a
100,a
200,a
300,a
400,a
100,a
400,a
400,a
600,a
100,a
400,a
100,a
400,a
400,a
200,a
300,a
300,a
600,a
100,a
300,a
300,a
300,a
400,a
300,a
400,a
300,a
200,a
600,a
300,a
400,a
300,a
400,a
200,a
100,a
400,a
100,a
800,a
400,a
600,a
500,a
600,a
400,a
300,a
800,a
200,a
600,a
200,a
200,a
300,a
500,a
300,a
200,a
300,a
600,a
300,a
400,a
300,a
400,a
600,a
400,a
400,a
400,a
1100,a
300,a
500,a
400,a
300,a
300,a
300,a
300,a
400,a
200,a
200,a
300,a
300,a
200,a
200,a
100,a
100,a
400,a
400,a
200,a
200,a
200,a
200,a
200,a
100,a
200,a
200,a
300,a
100,a
200,a
300,a
100,a
200,a
500,a
100,a
200,a
300,a
100,a
200,a
200,a
200,a
200,a
200,a
300,a
300,a
300,a
200,a
200,a
400,a
200,a
300,a
400,a
200,a
200,a
300,a
200,a
100,a
500,a
300,a
700,a
300,a
300,a
600,a
400,a
400,a
800,a
400,a
300,a
400,b
300,b
300,b
300,b
400,b
300,b
300,b
300,b
200,b
400,b
300,b
300,b
400,b
400,b
300,b
300,b
300,b
1000,b
1000,b
500,b
500,b
400,b
700,b
600,b
700,b
300,b
300,b
300,b
800,b
200,b
600,b
500,b
300,b
300,b
600,b
300,b
300,b
600,b
400,b
300,b
300,b
500,b
1100,b
800,b
500,b
600,b
500,b
300,b
300,b
300,b
300,b
300,b
200,b
500,b
400,b
400,b
600,b
300,b
300,b
300,b
600,b
600,b
400,b
400,b
400,b
500,b
400,b
400,b
500,b
500,b
1000,b
600,b
700,b
600,b
400,b
500,b
400,b
600,b
500,b
400,b
600,b
600,b
600,b
500,b
400,b
500,b
600,b
900,b
400,b
300,b
400,b
400,b
400,b
400,b
600,b
600,b
600,b
600,b
400,b
700,b
500,b
600,b
300,b
300,b
300,b
700,b
700,b
700,b
400,b
800,b
300,b
500,b
500,b
500,b
300,b
200,b
100,b
300,b
300,b
300,b
300,b
200,b
200,b
400,b
500,b
300,b
300,b
300,b
1000,b
1000,b
300,b
400,b
400,b
400,b
1000,b
200,b
100,b
300,b
300,b
800,b
800,b
700,b
400,b
500,b
800,b
500,b
400,b
300,b
300,b
300,b
500,b
400,b
400,b
500,b
600,b
400,b
600,b
600,b
500,b
500,b
300,b
700,b
400,b
300,b
300,b
400,b
300,b
800,b
300,b
800,b
700,b
400,b
400,b
800,b
600,b
600,b
600,b
500,b
600,b
600,b
500,b
400,b
600,b
400,b
1000,b
900,b
600,b
300,b
300,b
400,b
300,b
400,b
600,b
500,b
400,b
400,b
1100,b
1000,b
400,b
300,b
500,b
600,b
900,b
900,b
300,b
200,b
300,b
300,b
400,b
400,b
400,b
400,b
600,b
300,b
700,b
500,b
500,b
600,b
600,b
600,b
700,b
800,b
600,b
300,b
300,b
300,b
500,b
400,b
200,b
400,b
500,b
400,b
400,b
400,b
400,b
400,b
600,b
400,b
300,b
500,b
500,b
300,b
300,b
400,b
300,b
900,b
300,b
400,b
300,b
500,b
300,b
300,b
600,b
300,b
600,b
300,b
300,b
500,b
400,b
600,b
500,b
300,b
400,b
600,b
400,b
500,b
300,b
300,b
400,b
400,b
300,b
500,b
300,b
700,b
400,b
500,b
500,b
300,b
600,b
800,b
600,b
500,b
400,b
600,b
1100,b
400,b
600,b
400,b
600,b
400,b
500,b
400,b
400,b
300,b
500,b
300,b
400,b
300,b
500,b
500,b
600,b
200,b
300,b
300,b
600,b
400,b
500,b
600,b
400,b
300,b
300,b
400,b
300,b
400,b
700,b
300,b
500,b
400,b
300,b
400,b
200,b
400,b
900,b
300,b
700,b
500,b
600,b
600,b
500,b
700,b
600,b
200,b
300,b
600,b
400,b
400,b
500,b
400,b
800,b
300,b
800,b
700,b
400,b
500,b
600,b
600,b
400,b
500,b
300,b
400,b
300,b
400,b
800,b
300,b
800,b
300,b
700,b
600,b
400,b
400,c
400,c
300,c
300,c
300,c
300,c
300,c
300,c
300,c
400,c
300,c
300,c
300,c
300,c
300,c
300,c
300,c
400,c
300,c
400,c
300,c
400,c
200,c
300,c
200,c
200,c
900,c
400,c
200,c
400,c
200,c
200,c
200,c
300,c
500,c
300,c
500,c
500,c
300,c
300,c
300,c
200,c
400,c
600,c
600,c
300,c
200,c
200,c
200,c
400,c
300,c
200,c
200,c
800,c
400,c
600,c
300,c
400,c
300,c
400,c
400,c
400,c
400,c
400,c
700,c
400,c
400,c
400,c
400,c
300,c
400,c
300,c
500,c
400,c
200,c
300,c
200,c
200,c
200,c
300,c
200,c
400,c
300,c
500,c
400,c
300,c
300,c
300,c
300,c
300,c
300,c
400,c
400,c
200,c
500,c
300,c
300,c
200,c
500,c
200,c
200,c
300,c
300,c
300,c
200,c
300,c
300,c
200,c
300,c
300,c
400,c
400,c
400,c
400,c
400,c
400,c
400,c
400,c
400,c
400,c
400,c
300,c
300,c
400,c
400,c
300,c
500,c
400,c
200,c
900,c
200,c
200,c
200,c
300,c
300,c
300,c
300,c
500,c
300,c
300,c
400,c
200,c
300,c
300,c
500,c
500,c
500,c
300,c
200,c
200,c
300,c
300,c
300,c
200,c
200,c
300,c
400,c
500,c
300,c
400,c
200,c
300,c
400,c
200,c
300,c
400,c
600,c
500,c
400,c
400,c
300,c
1000,c
400,c
500,c
300,c
300,c
700,c
300,c
300,c
300,c
300,c
400,c
700,c
500,c
300,c
500,c
300,c
300,c
300,c
400,c
300,c
300,c
300,c
600,c
400,c
300,c
300,c
300,c
400,c
300,c
300,c
400,c
500,c
300,c
300,c
300,c
600,c
400,c
400,c
300,c
300,c
200,c
500,c
500,c
400,c
300,c
400,c
300,c
400,c
300,c
400,c
700,c
300,c
300,c
300,c
400,c
500,c
500,c
300,c
400,c
400,c
400,c
300,c
400,c
500,c
500,c
300,c
400,c
200,c
400,c
300,c
300,c
200,c
300,c
300,c
200,c
400,c
200,c
200,c
400,c
400,c
300,c
400,c
300,c
500,c
300,c
300,c
300,c
300,c
300,c
300,c
200,c
400,c
700,c
500,c
200,c
400,c
200,c
300,c
300,c
600,c
600,c
500,c
400,c
200,c
400,c
300,c
300,c
300,c
300,c
300,c
500,c
300,c
500,c
600,c
600,c
500,c
300,c
300,c
300,c
300,c
300,c
300,c
200,c
200,c
400,c
600,c
300,c
300,c
400,c
400,c
200,c
200,c
300,c
300,c
300,c
300,c
200,c
500,c
300,c
300,c
300,c
400,c
200,c
400,c
300,c
300,c
300,c
200,c
200,c
300,c
400,c
500,c
400,c
400,c
200,c
400,c
400,c
400,c
500,c
400,c
400,c
500,c
400,c
400,c
700,c
500,c
900,c
800,c
400,c
700,c
400,c
500,c
200,c
200,c
200,c
400,c
200,c
200,c
400,c
300,c
200,c
300,c
200,c
600,c
400,c
200,c
400,c
300,c
500,c
200,c
200,c
400,c
200,c
200,c
200,c
400,c
300,c
400,c
200,c
200,c
200,c
200,c
300,c
300,c
500,c
300,c
500,c
300,c
500,c
300,c
300,c
200,c
300,c
200,c
200,c
200,c
200,c
400,c
800,c
400,c
300,c
500,c
400,c
500,c
600,c
400,c
500,c
400,c
400,c
200,c
400,c
300,c
400,c
300,c
400,c
300,c
400,c
200,c
200,c
200,c
200,c
800,c
200,c
300,c
200,c
600,c
400,c
300,c
500,c
300,c
700,c
400,c
900,c
700,c
600,c
400,c
400,c
800,c
600,c
400,c
400,c
300,c
300,c
400,c
300,c
300,c
400,c
400,c
300,c
400,c
400,c
400,c
200,c
300,c
500,c
400,c
600,c
500,c
700,c
500,c
600,c
300,c
500,c
500,c
300,c
500,c
500,c
800,c
600,c
400,c
400,c
300,c
400,c
800,c
300,c
400,c
300,c
200,c
400,c
500,c
700,c
400,c
400,c
300,c
300,c
300,c
600,c
300,c
300,c
400,c
300,c
300,c
200,c
200,c
200,c
200,c
200,c
200,c
200,c
200,c
300,c
200,c
200,c
200,c
200,c
200,c
200,c
200,c
200,c
200,c
400,c
300,c
700,c
400,c
300,c
300,c
300,c
400,c
300,c
500,c
400,c
400,c
400,c
400,c
300,c
300,c
600,c
200,c
200,c
200,c
300,c
400,c
300,c
400,c
400,c
300,c
300,c
500,c
400,c
400,c
300,c
200,c
300,c
300,c
400,c
300,c
600,c
200,c
400,c
400,c
300,c
500,c
300,c
700,c
300,c
300,c
500,c
300,c
300,c
200,c
300,c
200,c
300,c
300,c
300,c
500,c
300,c
600,c
200,c
400,c
600,c
200,c
400,c
600,c
400,c
200,c
200,c
300,c
300,c
300,c
300,c
300,c
200,c
400,c
400,c
300,c
600,c
500,c
400,c
400,c
300,c
300,c
500,c
400,c
300,c
400,c
500,c
400,c
200,c
300,c
500,c
300,c
300,c
400,c
400,c
200,c
200,c
700,c
400,c
300,c
400,c
200,c
300,c
300,c
500,c
300,c
200,c
200,c
300,c
300,c
300,c
200,c
300,c
300,c
300,c
200,c
500,c
600,c
300,c
400,c
400,c
300,c
800,c
300,c
300,c
200,c
300,c
200,c
500,c
300,c
400,c
300,c
200,c
300,c
300,c
600,c
200,c
400,c
300,c
500,c
300,c
400,c
300,c
300,c
300,c
300,c
300,c
200,c
400,c
300,c
300,c
400,c
400,c
300,c
300,c
400,c
400,c
400,c
700,c
300,c
500,c
300,c
300,c
200,c
300,c
300,c
400,c
300,c
400,c
200,c
500,c
300,c
400,c
300,c
400,c
500,c
200,c
200,c
200,c
500,c
400,c
200,c
900,c
300,c
400,c
300,c
300,c
300,c
600,c
200,c
500,c
300,c
300,c
400,c
300,c
900,c
400,c
500,c
300,c
300,c
300,c
400,c
200,c
200,c
500,c
400,c
300,c
300,c
800,c
500,c
400,c
300,c
1000,c
400,c
300,c
500,c
300,c
300,c
300,c
600,c
300,c
300,c
300,c
500,c
400,c
400,c
900,c
200,c
200,c
300,c
300,c
300,c
300,c
500,c
400,c
200,c
300,c
300,c
300,c
200,c
200,c
200,c
400,c
200,c
500,c
300,c
200,c
300,c
500,c
600,c
300,c
400,c
300,c
500,c
200,c
600,c
200,c
400,c
400,c
400,c
500,c
300,c
200,c
400,c
200,c
200,c
600,c
700,c
400,c
200,c
400,c
200,c
400,c
400,c
400,c
300,c
200,c
600,c
500,c
500,c
200,c
400,c
200,c
300,c
200,c
300,c
500,c
300,c
400,c
400,c
300,c
200,c
300,c
500,c
400,c
200,c
400,c
300,c
300,c
300,c
200,c
300,c
400,c
200,c
700,c
200,c
300,c
200,c
300,c
300,c
500,c
600,c
300,c
400,c
400,c
300,c
200,c
500,c
300,c
400,c
400,c
400,c
500,c
300,c
300,c
200,c
300,c
400,c
300,c
300,c
300,c
700,c
300,c
400,c
200,c
500,c
400,c
300,c
600,c
300,c
300,c
300,c
200,c
300,c
400,c
200,c
500,c
300,c
400,c
600,c
600,c
300,c
800,c
400,c
400,c
400,c
500,c
400,c
200,c
300,c
400,c
300,c
200,c
300,c
600,c
400,c
300,c
400,c
300,c
400,c
200,c
300,c
300,c
200,c
400,c
500,c
300,c
300,c
500,c
200,c
600,c
300,c
300,c
400,c
400,c
800,c
400,c
400,c
400,c
300,c
300,c
700,c
400,c
300,c
500,c
200,c
400,c
200,c
400,c
400,c
500,c
200,c
500,c
500,c
300,c
300,c
300,c
300,c
200,c
500,c
400,c
400,c
400,c
400,c
300,c
300,c
300,c
500,c
200,c
300,c
300,c
400,c
500,c
300,c
300,c
300,c
500,c
400,c
300,c
500,c
400,c
600,c
500,c
900,c
400,c
300,c
500,c
400,c
400,c
200,c
500,c
400,c
200,c
600,c
400,c
500,c
200,c
300,c
300,c
300,c
400,c
400,c
400,c
500,c
200,c
300,c
300,c
200,c
200,c
400,c
200,c
200,c
300,c
200,c
300,c
200,c
200,c
300,c
500,d
400,d
400,d
400,d
400,d
1100,d
300,d
