Class,Branch,Count_GA,Count_RW
org.jfree.chart.plot.ValueMarker,11,2,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,90,4,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,210,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,212,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,184,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,33,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,216,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,141,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,91,6,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,130,3,1
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,50,10,1
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,150,7,2
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,31,7,3
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,23,28,20
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,41,30,25
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,34,0,0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,57,0,0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,51,0,0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,46,30,27
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,38,30,28
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,10,30,30
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,45,30,30
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,39,30,30
org.jfree.chart.renderer.category.StatisticalBarRenderer,21,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,46,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,19,26,2
org.jfree.chart.renderer.category.StatisticalBarRenderer,12,30,30
org.jfree.chart.renderer.GrayPaintScale,2,30,30
org.jfree.data.category.DefaultIntervalCategoryDataset,56,24,0
org.jfree.data.category.DefaultIntervalCategoryDataset,44,25,1
org.jfree.data.category.DefaultIntervalCategoryDataset,89,13,2
org.jfree.data.category.DefaultIntervalCategoryDataset,43,25,5
org.jfree.data.category.DefaultIntervalCategoryDataset,51,30,9
org.jfree.data.category.DefaultIntervalCategoryDataset,65,30,24
org.jfree.data.category.DefaultIntervalCategoryDataset,12,30,25
org.jfree.data.category.DefaultIntervalCategoryDataset,101,30,27
org.jfree.data.category.DefaultIntervalCategoryDataset,103,30,29
org.jfree.data.general.DatasetUtilities,97,2,0
org.jfree.data.general.DatasetUtilities,99,0,0
org.jfree.data.general.DatasetUtilities,224,1,0
org.jfree.data.general.DatasetUtilities,129,19,2
org.jfree.data.general.DatasetUtilities,222,1,2
org.jfree.data.general.DatasetUtilities,318,20,3
org.jfree.data.general.DatasetUtilities,85,23,6
org.jfree.data.general.DatasetUtilities,278,23,9
org.jfree.data.general.DatasetUtilities,157,24,11
org.jfree.data.general.DatasetUtilities,277,28,16
org.jfree.data.general.DatasetUtilities,152,28,16
org.jfree.data.general.DatasetUtilities,47,28,17
org.jfree.data.general.DatasetUtilities,311,25,18
org.jfree.data.general.DatasetUtilities,192,24,19
org.jfree.data.general.DatasetUtilities,48,27,21
org.jfree.data.general.DatasetUtilities,7,29,25
org.jfree.data.general.DatasetUtilities,78,29,26
org.jfree.data.general.DatasetUtilities,268,30,27
org.jfree.data.general.DatasetUtilities,226,29,28
org.jfree.data.general.DatasetUtilities,6,28,28
org.jfree.data.general.DatasetUtilities,118,30,30
org.jfree.data.general.DatasetUtilities,281,30,30
org.jfree.data.time.TimePeriodValues,61,30,18
org.jfree.data.time.TimePeriodValues,31,30,22
org.jfree.data.time.TimePeriodValues,73,30,29
org.jfree.data.time.TimePeriodValues,29,30,30
org.jfree.data.time.TimePeriodValues,48,30,30
org.jfree.data.time.TimePeriodValues,13,30,30
org.jfree.data.time.TimeSeries,117,5,0
org.jfree.data.time.TimeSeries,128,14,0
org.jfree.data.time.TimeSeries,26,17,1
org.jfree.data.time.TimeSeries,110,27,1
org.jfree.data.time.TimeSeries,112,27,1
org.jfree.data.time.TimeSeries,127,22,2
org.jfree.data.time.TimeSeries,153,30,20
org.jfree.data.time.TimeSeries,67,30,23
org.jfree.data.time.TimeSeries,23,30,28
org.jfree.data.time.TimeSeries,58,30,30
org.jfree.data.time.TimeSeries,120,30,30
org.joda.time.base.BasePeriod,3,30,30
org.joda.time.base.BaseSingleFieldPeriod,51,1,0
org.joda.time.base.BaseSingleFieldPeriod,31,22,1
org.joda.time.base.BaseSingleFieldPeriod,22,30,27
org.joda.time.base.BaseSingleFieldPeriod,35,30,29
org.joda.time.base.BaseSingleFieldPeriod,24,30,30
org.joda.time.chrono.BasicMonthOfYearDateTimeField,61,30,25
org.joda.time.chrono.LimitChronology,100,0,0
org.joda.time.chrono.LimitChronology,91,0,0
org.joda.time.chrono.LimitChronology,39,23,2
org.joda.time.chrono.LimitChronology,72,30,20
org.joda.time.chrono.LimitChronology,30,30,22
org.joda.time.chrono.LimitChronology,13,30,26
org.joda.time.chrono.LimitChronology,80,30,30
org.joda.time.chrono.LimitChronology,67,30,30
org.joda.time.DateTimeZone,68,0,0
org.joda.time.DateTimeZone,58,25,0
org.joda.time.DateTimeZone,55,27,3
org.joda.time.DateTimeZone,123,29,4
org.joda.time.DateTimeZone,28,26,5
org.joda.time.DateTimeZone,47,30,21
org.joda.time.DateTimeZone,9,28,27
org.joda.time.DateTimeZone,5,30,30
org.joda.time.DateTimeZone,154,30,30
org.joda.time.DateTimeZone,148,30,30
org.joda.time.format.DateTimeFormatter,62,22,0
org.joda.time.format.DateTimeFormatter,59,29,2
org.joda.time.format.DateTimeFormatter,87,30,12
org.joda.time.format.DateTimeFormatter,45,30,17
org.joda.time.format.DateTimeFormatter,5,30,22
org.joda.time.format.DateTimeFormatter,69,30,23
org.joda.time.MutableDateTime,91,21,4
org.joda.time.MutableDateTime,114,28,13
org.joda.time.MutableDateTime,84,28,17
org.joda.time.MutableDateTime,77,28,21
org.joda.time.MutableDateTime,12,30,22
org.joda.time.MutableDateTime,59,29,24
org.joda.time.MutableDateTime,15,30,24
org.joda.time.MutableDateTime,44,30,25
org.joda.time.MutableDateTime,67,26,26
org.joda.time.MutableDateTime,92,27,26
org.joda.time.MutableDateTime,41,28,26
org.joda.time.MutableDateTime,90,30,26
org.joda.time.MutableDateTime,69,29,29
org.joda.time.MutableDateTime,11,30,30
org.joda.time.MutablePeriod,11,30,26
org.joda.time.MutablePeriod,52,30,29
org.joda.time.MutablePeriod,55,30,29
org.joda.time.MutablePeriod,61,29,29
org.joda.time.MutablePeriod,62,30,30
org.joda.time.Partial,85,15,3
org.joda.time.Partial,55,30,6
org.joda.time.Partial,17,30,24
org.joda.time.Partial,10,30,24
org.joda.time.Partial,72,30,25
org.joda.time.Partial,67,30,29
org.joda.time.Partial,14,30,30
org.joda.time.Partial,1,30,30
org.joda.time.Period,96,22,4
org.joda.time.Period,48,28,9
org.joda.time.Period,89,27,13
org.joda.time.Period,44,30,23
org.joda.time.Period,108,30,28
org.joda.time.Period,40,30,30
org.joda.time.tz.ZoneInfoCompiler,212,0,0
org.joda.time.tz.ZoneInfoCompiler,163,20,0
org.joda.time.tz.ZoneInfoCompiler,179,0,0
org.joda.time.tz.ZoneInfoCompiler,176,0,0
org.joda.time.tz.ZoneInfoCompiler,96,0,0
org.joda.time.tz.ZoneInfoCompiler,128,0,0
org.joda.time.tz.ZoneInfoCompiler,2,0,0
org.joda.time.tz.ZoneInfoCompiler,13,0,0
org.joda.time.tz.ZoneInfoCompiler,225,29,13
org.joda.time.tz.ZoneInfoCompiler,229,30,15
org.joda.time.tz.ZoneInfoCompiler,166,30,24
org.joda.time.tz.ZoneInfoCompiler,143,30,27
org.joda.time.tz.ZoneInfoCompiler,162,30,30
org.jsecurity.util.AntPathMatcher,78,5,0
org.jsecurity.util.AntPathMatcher,120,3,0
org.jsecurity.util.AntPathMatcher,138,30,2
org.jsecurity.util.AntPathMatcher,102,30,27
org.jsecurity.util.AntPathMatcher,95,30,27
org.jsecurity.util.AntPathMatcher,14,30,30
org.jsecurity.util.AntPathMatcher,167,30,30
org.jsecurity.util.AntPathMatcher,158,30,30
org.jsecurity.util.AntPathMatcher,152,30,30
org.jsecurity.util.AntPathMatcher,6,30,30
org.jsecurity.util.AntPathMatcher,90,30,30
org.jsecurity.util.AntPathMatcher,81,30,30
org.jsecurity.util.AntPathMatcher,86,30,30
org.jsecurity.web.DefaultWebSecurityManager,25,0,0
org.jsecurity.web.DefaultWebSecurityManager,17,3,3
org.jsecurity.web.DefaultWebSecurityManager,40,25,4
org.jsecurity.web.DefaultWebSecurityManager,36,25,4
org.jsecurity.web.filter.authc.BasicHttpAuthenticationFilter,16,30,30
org.objectweb.asm.jip.commons.LocalVariablesSorter,34,30,0
org.objectweb.asm.jip.commons.LocalVariablesSorter,74,0,0
org.objectweb.asm.jip.commons.LocalVariablesSorter,14,7,0
org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,3,0,0
org.petsoar.order.CreditCardInfo,5,30,30
org.petsoar.order.CreditCardInfo,6,30,30
org.petsoar.search.lucene.DefaultLuceneDocumentFactory,22,0,0
org.petsoar.search.lucene.DefaultLuceneDocumentFactory,21,0,0
org.petsoar.search.lucene.DefaultLuceneDocumentFactory,28,30,30
org.quickserver.net.client.monitoring.HostMonitoringService,55,1,0
org.quickserver.net.client.monitoring.HostMonitoringService,45,30,3
org.quickserver.net.client.monitoring.HostMonitoringService,43,29,5
org.quickserver.net.client.monitoring.HostMonitoringService,39,30,7
org.quickserver.net.client.monitoring.HostMonitoringService,24,30,27
org.quickserver.net.server.impl.BlockingClientHandler,140,0,0
org.quickserver.net.server.impl.BlockingClientHandler,176,0,0
org.quickserver.net.server.impl.BlockingClientHandler,177,0,0
org.quickserver.net.server.impl.BlockingClientHandler,211,0,0
org.quickserver.net.server.impl.BlockingClientHandler,195,0,0
org.quickserver.net.server.impl.BlockingClientHandler,133,0,0
org.quickserver.net.server.impl.BlockingClientHandler,205,0,0
org.quickserver.net.server.impl.BlockingClientHandler,158,0,0
org.quickserver.net.server.impl.BlockingClientHandler,189,0,0
org.quickserver.net.server.impl.BlockingClientHandler,183,0,0
org.quickserver.net.server.impl.BlockingClientHandler,132,0,0
org.quickserver.net.server.impl.BlockingClientHandler,113,0,0
org.quickserver.net.server.impl.BlockingClientHandler,166,2,0
org.quickserver.net.server.impl.NonBlockingClientHandler,163,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,254,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,285,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,221,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,278,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,248,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,49,1,0
org.quickserver.net.server.impl.NonBlockingClientHandler,466,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,115,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,94,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,65,1,0
org.quickserver.net.server.impl.NonBlockingClientHandler,317,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,496,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,295,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,299,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,410,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,372,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,393,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,423,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,402,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,138,5,1
org.quickserver.net.server.impl.NonBlockingClientHandler,201,2,1
org.quickserver.net.server.impl.NonBlockingClientHandler,27,30,29
org.quickserver.net.server.impl.NonBlockingClientHandler,181,30,30
org.quickserver.util.xmlreader.QuickServerConfig,35,30,13
org.quickserver.util.xmlreader.QuickServerConfig,11,30,30
org.quickserver.util.xmlreader.QuickServerConfig,19,30,30
org.quickserver.util.xmlreader.QuickServerConfig,40,30,30
org.saxpath.Axis,43,30,25
org.saxpath.Axis,8,30,30
org.saxpath.Axis,32,30,30
org.saxpath.Axis,13,30,30
org.scribe.model.Request,24,30,30
org.scribe.model.Response,15,0,0
org.scribe.model.Response,6,0,0
org.scribe.model.Response,14,30,30
org.scribe.model.Response,7,30,30
org.scribe.model.Response,2,30,30
org.sourceforge.ifx.basetypes.IFXObject,72,0,0
org.sourceforge.ifx.basetypes.IFXObject,41,0,0
org.sourceforge.ifx.basetypes.IFXObject,21,30,20
org.tartarus.snowball.ext.englishStemmer,86,0,0
org.tartarus.snowball.ext.englishStemmer,33,0,0
org.tartarus.snowball.ext.englishStemmer,81,0,0
org.tartarus.snowball.ext.englishStemmer,93,0,0
org.tartarus.snowball.ext.englishStemmer,99,0,0
org.tartarus.snowball.ext.englishStemmer,125,0,0
org.tartarus.snowball.ext.englishStemmer,218,13,0
org.tartarus.snowball.ext.englishStemmer,223,3,0
org.tartarus.snowball.ext.englishStemmer,221,0,0
org.tartarus.snowball.ext.englishStemmer,185,7,0
org.tartarus.snowball.ext.englishStemmer,189,1,0
org.tartarus.snowball.ext.englishStemmer,279,0,0
org.tartarus.snowball.ext.englishStemmer,169,0,0
org.tartarus.snowball.ext.englishStemmer,132,25,1
org.tartarus.snowball.ext.englishStemmer,107,30,2
org.tartarus.snowball.ext.englishStemmer,258,30,16
org.tartarus.snowball.ext.englishStemmer,255,30,16
org.tartarus.snowball.ext.englishStemmer,150,30,19
org.tartarus.snowball.ext.englishStemmer,100,30,20
org.tartarus.snowball.ext.englishStemmer,35,30,30
org.tartarus.snowball.ext.englishStemmer,270,30,30
org.tartarus.snowball.ext.italianStemmer,31,0,0
org.tartarus.snowball.ext.italianStemmer,171,0,0
org.tartarus.snowball.ext.italianStemmer,161,0,0
org.tartarus.snowball.ext.italianStemmer,185,0,0
org.tartarus.snowball.ext.italianStemmer,123,0,0
org.tartarus.snowball.ext.italianStemmer,137,0,0
org.tartarus.snowball.ext.italianStemmer,125,0,0
org.tartarus.snowball.ext.italianStemmer,100,8,0
org.tartarus.snowball.ext.italianStemmer,106,7,0
org.tartarus.snowball.ext.italianStemmer,144,0,0
org.tartarus.snowball.ext.italianStemmer,97,0,0
org.tartarus.snowball.ext.italianStemmer,3,0,0
org.tartarus.snowball.ext.italianStemmer,55,30,9
org.tartarus.snowball.ext.italianStemmer,48,30,18
org.tartarus.snowball.ext.italianStemmer,226,30,20
org.tartarus.snowball.ext.italianStemmer,66,30,30
org.tartarus.snowball.ext.italianStemmer,71,30,30
org.tartarus.snowball.ext.italianStemmer,62,30,30
org.tartarus.snowball.ext.italianStemmer,14,30,30
org.tartarus.snowball.ext.turkishStemmer,454,0,0
org.tartarus.snowball.ext.turkishStemmer,335,0,0
org.tartarus.snowball.ext.turkishStemmer,321,0,0
org.tartarus.snowball.ext.turkishStemmer,18,0,0
org.tartarus.snowball.ext.turkishStemmer,439,0,0
org.tartarus.snowball.ext.turkishStemmer,214,0,0
org.tartarus.snowball.ext.turkishStemmer,119,0,0
org.tartarus.snowball.ext.turkishStemmer,196,0,0
org.tartarus.snowball.ext.turkishStemmer,169,0,0
org.tartarus.snowball.ext.turkishStemmer,490,3,0
org.tartarus.snowball.ext.turkishStemmer,155,0,0
org.tartarus.snowball.ext.turkishStemmer,143,4,0
org.tartarus.snowball.ext.turkishStemmer,198,0,0
org.tartarus.snowball.ext.turkishStemmer,343,0,0
org.tartarus.snowball.ext.turkishStemmer,341,0,0
org.tartarus.snowball.ext.turkishStemmer,362,0,0
org.tartarus.snowball.ext.turkishStemmer,104,0,0
org.tartarus.snowball.ext.turkishStemmer,127,0,0
org.tartarus.snowball.ext.turkishStemmer,509,0,0
org.tartarus.snowball.ext.turkishStemmer,390,0,0
org.tartarus.snowball.ext.turkishStemmer,32,27,1
org.tartarus.snowball.ext.turkishStemmer,33,27,1
org.tartarus.snowball.ext.turkishStemmer,228,30,5
org.tartarus.snowball.ext.turkishStemmer,427,30,7
org.tartarus.snowball.ext.turkishStemmer,311,30,15
org.tartarus.snowball.ext.turkishStemmer,281,30,28
org.tartarus.snowball.ext.turkishStemmer,64,30,29
org.tartarus.snowball.ext.turkishStemmer,417,30,30
org.tartarus.snowball.ext.turkishStemmer,12,30,30
org.tartarus.snowball.ext.turkishStemmer,404,30,30
org.tartarus.snowball.ext.turkishStemmer,160,30,30
org.tartarus.snowball.ext.turkishStemmer,112,30,30
org.templateit.Region,5,30,30
org.templateit.WorkbookParser,25,0,0
org.templateit.WorkbookParser,43,23,6
org.templateit.WorkbookParser,2,30,30
org.znerd.xmlenc.XMLEncoder,8,0,0
org.znerd.xmlenc.XMLEncoder,24,0,0
org.znerd.xmlenc.XMLEncoder,16,0,0
org.znerd.xmlenc.XMLEncoder,153,0,0
org.znerd.xmlenc.XMLEncoder,169,0,0
org.znerd.xmlenc.XMLEncoder,25,0,0
org.znerd.xmlenc.XMLEncoder,21,0,0
org.znerd.xmlenc.XMLEncoder,160,0,0
org.znerd.xmlenc.XMLEncoder,178,0,0
osa.ora.server.admin.ui.UpdateUserPanel,50,0,0
osa.ora.server.admin.ui.UpdateUserPanel,29,0,0
osa.ora.server.admin.ui.UpdateUserPanel,16,0,0
osa.ora.server.admin.ui.UpdateUserPanel,36,0,0
osa.ora.server.admin.ui.UpdateUserPanel,56,0,0
osa.ora.server.admin.ui.UpdateUserPanel,53,0,0
osa.ora.server.admin.ui.UpdateUserPanel,66,0,0
osa.ora.server.client.ui.utils.FontChooserDialog,1,29,27
osa.ora.server.client.ui.utils.FontChooserDialog,2,30,30
server.ServerGameModel,16,0,0
server.ServerGameModel,106,0,0
server.ServerGameModel,77,0,0
server.ServerGameModel,100,0,0
server.ServerGameModel,53,0,0
server.ServerGameModel,31,0,0
server.ServerGameModel,89,0,0
server.ServerGameModel,1,26,14
simulator.CA.ConsumerAgent,47,0,0
simulator.CA.ConsumerAgent,44,0,0
simulator.CA.ConsumerAgent,35,0,0
simulator.CA.ConsumerAgent,129,0,0
simulator.CA.ConsumerAgent,131,0,0
simulator.CA.ConsumerAgent,102,0,0
simulator.CA.ConsumerAgent,89,0,0
simulator.CA.ConsumerAgent,73,30,30
simulator.CA.gui.ConsumerGUI,50,0,0
simulator.CA.gui.ConsumerGUI,20,0,0
src.Purchase,45,0,0
src.Purchase,39,0,0
src.VassalRebellion,6,0,0
teder.TederFrame,58,0,0
teder.TederFrame,67,0,0
twitter4j.ExceptionDiagnosis,2,30,30
twitter4j.GeoQuery,35,30,17
twitter4j.GeoQuery,6,30,30
twitter4j.GeoQuery,49,30,1
twitter4j.GeoQuery,47,30,1
twitter4j.OEmbedRequest,34,30,16
twitter4j.OEmbedRequest,59,30,0
twitter4j.OEmbedRequest,54,30,1
twitter4j.Paging,32,30,3
twitter4j.Paging,25,30,12
twitter4j.Paging,20,30,30
twitter4j.Paging,6,30,30
twitter4j.TwitterBaseImpl,44,0,0
twitter4j.TwitterBaseImpl,71,0,0
twitter4j.TwitterBaseImpl,122,0,0
twitter4j.TwitterBaseImpl,15,13,0
twitter4j.TwitterBaseImpl,63,22,1
twitter4j.TwitterBaseImpl,62,21,1
twitter4j.TwitterBaseImpl,95,25,4
twitter4j.TwitterBaseImpl,124,30,30
twitter4j.TwitterException,94,30,9
twitter4j.TwitterImpl,290,0,0
twitter4j.TwitterImpl,228,0,0
twitter4j.TwitterImpl,318,0,2
twitter4j.TwitterImpl,238,0,4
twitter4j.TwitterImpl,24,10,5
twitter4j.TwitterImpl,167,0,5
twitter4j.TwitterImpl,98,16,6
twitter4j.TwitterImpl,188,0,8
twitter4j.TwitterImpl,132,5,8
twitter4j.TwitterImpl,174,2,12
twitter4j.TwitterImpl,181,8,12
uk.me.jockmacmad.jstate.state.Transition,14,30,30
uk.me.jockmacmad.jstate.state.Transition,20,30,30
uk.me.jockmacmad.jstate.state.Transition,2,30,30
uk.me.jockmacmad.jstate.state.Transition,5,30,30
umd.cs.shop.JSJshop,102,0,0
umd.cs.shop.JSJshop,101,0,0
umd.cs.shop.JSJshop,73,0,0
umd.cs.shop.JSJshop,106,0,1
umd.cs.shop.JSJshop,110,1,1
umd.cs.shop.JSJshop,52,2,1
umd.cs.shop.JSJshop,65,3,2
umd.cs.shop.JSJshop,33,5,10
umd.cs.shop.JSJshop,85,30,23
umd.cs.shop.JSJshop,2,30,29
umd.cs.shop.JSJshop,104,30,30
umd.cs.shop.JSJshop,9,30,30
umd.cs.shop.JSJshop,25,4,10
umd.cs.shop.JSPredicateForm,58,5,0
umd.cs.shop.JSPredicateForm,30,30,6
umd.cs.shop.JSPredicateForm,6,30,6
umd.cs.shop.JSTerm,76,0,0
umd.cs.shop.JSTerm,70,0,0
umd.cs.shop.JSTerm,80,2,0
umd.cs.shop.JSTerm,178,16,0
umd.cs.shop.JSTerm,110,30,0
umd.cs.shop.JSTerm,115,15,0
umd.cs.shop.JSTerm,180,27,6
umd.cs.shop.JSTerm,181,30,10
umd.cs.shop.JSTerm,183,29,10
umd.cs.shop.JSTerm,34,30,20
umd.cs.shop.JSTerm,170,30,25
umd.cs.shop.JSTerm,5,30,30
umd.cs.shop.JSTerm,39,30,30
umd.cs.shop.JSTerm,16,30,1
visu.handball.moves.actions.CreateMovePdfAction,22,0,0
visu.handball.moves.xml.HandballModelReader,22,0,0
visu.handball.moves.xml.HandballModelReader,31,30,30
visu.handball.moves.xml.HandballModelReader,6,30,30
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,220,18,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,39,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,21,22,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,90,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,117,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,103,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,44,21,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,192,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,265,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,255,0,0
weka.core.FindWithCapabilities,131,29,0
weka.core.FindWithCapabilities,109,30,0
weka.core.FindWithCapabilities,37,0,0
weka.core.FindWithCapabilities,30,0,0
weka.core.FindWithCapabilities,216,0,0
weka.core.FindWithCapabilities,244,0,0
weka.core.FindWithCapabilities,232,28,0
weka.core.FindWithCapabilities,145,30,2
weka.core.FindWithCapabilities,193,30,6
weka.core.FindWithCapabilities,59,29,30
weka.core.FindWithCapabilities,132,30,30
weka.core.FindWithCapabilities,54,30,30
weka.core.FindWithCapabilities,90,30,30
weka.core.FindWithCapabilities,3,30,30
weka.core.FindWithCapabilities,7,30,30
weka.core.FindWithCapabilities,182,30,30
weka.core.FindWithCapabilities,176,30,30
weka.core.Memory,11,30,30
wheel.asm.ClassWriter,140,0,0
wheel.asm.ClassWriter,139,0,0
wheel.asm.ClassWriter,66,12,0
wheel.asm.ClassWriter,162,0,0
wheel.asm.ClassWriter,161,0,0
wheel.asm.ClassWriter,44,30,9
wheel.asm.ClassWriter,50,30,12
wheel.asm.ClassWriter,79,30,30
wheel.asm.ClassWriter,112,30,30
wheel.asm.ClassWriter,43,30,30
wheel.asm.FieldWriter,58,29,11
wheel.asm.FieldWriter,43,30,16
wheel.util.DynamicSelectModel,31,1,0
wheel.util.DynamicSelectModel,39,0,0
wheel.util.DynamicSelectModel,25,30,14
wheel.util.DynamicSelectModel,12,30,30
ch.bfh.egov.nutzenportfolio.service.fragebogen.NaOpNuDaoService,41,0,0
org.apache.commons.math3.optim.univariate.BrentOptimizer,52,0,0
net.kencochrane.a4j.DAO.Product,31,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,228,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,364,0,0
net.kencochrane.a4j.file.FileUtil,20,0,0
Newzgrabber.Newzgrabber,72,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,440,0,0
net.kencochrane.a4j.file.FileUtil,48,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,151,0,0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,46,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,70,0,0
nu.staldal.lagoon.LagoonGUI,17,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,398,0,0
net.kencochrane.a4j.file.FileUtil,89,0,0
weka.core.FindWithCapabilities,137,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,86,0,0
org.objectweb.asm.jip.commons.LocalVariablesSorter,79,0,0
com.google.javascript.jscomp.ScopedAliases,74,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,443,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,196,0,0
com.puppycrawl.tools.checkstyle.utils.ScopeUtils,23,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,91,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,384,0,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,31,0,0
com.google.javascript.jscomp.ScopedAliases,64,0,0
Newzgrabber.Newzgrabber,42,0,0
org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,13,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,142,0,0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,34,0,0
net.virtualinfinity.atrobots.robot.Robot,92,0,0
com.google.javascript.jscomp.CheckGlobalThis,17,0,0
org.asphodel.DefaultRepositoryManager,26,0,0
com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,46,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,267,0,0
nu.staldal.lagoon.LagoonGUI,19,0,0
com.google.javascript.jscomp.ExploitAssigns,86,0,0
ch.bfh.egov.nutzenportfolio.service.fragebogen.NaOpNuDaoService,34,0,0
macaw.util.DisplayableListPanel,55,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,323,0,0
org.znerd.xmlenc.XMLEncoder,59,0,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,63,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,103,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,177,0,0
fps370.Fps370Panel,50,0,0
teder.TederFrame,39,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,309,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,30,0,0
com.google.javascript.jscomp.ScopedAliases,106,0,0
org.joda.time.base.BasePeriod,78,0,0
jcmdline.HelpCmdLineHandler,29,0,0
net.sf.xbus.base.core.MessageHandler,9,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,465,0,0
ch.bfh.egov.nutzenportfolio.service.fragebogen.NaOpNuDaoService,36,0,0
org.javathena.utiles.ConfigurationManagement,82,0,0
org.asphodel.DefaultRepositoryManager,4,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,101,0,0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,4,0,0
net.sf.javaml.core.AbstractInstance,17,0,0
com.gotoservers.ftp.FtpApplet,19,0,0
org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,12,0,0
com.puppycrawl.tools.checkstyle.utils.ScopeUtils,25,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,76,0,0
org.jfree.chart.axis.Axis,143,0,0
gui.AudioManager,22,0,0
