Class,Branch,Count_GA,Count_RW
com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,5,30,30
com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,27,30,30
com.soops.CEN4010.JMCA.JMCAAnalyzer,166,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,88,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,8,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,76,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,103,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,174,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,169,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,54,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,110,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,79,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,72,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,157,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,63,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,153,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,16,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,100,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,71,0,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,60,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,185,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,166,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,212,1,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,121,17,2
com.soops.CEN4010.JMCA.JParser.JavaCharStream,119,23,9
com.soops.CEN4010.JMCA.JParser.JavaCharStream,190,24,14
com.soops.CEN4010.JMCA.JParser.JavaCharStream,3,28,26
com.soops.CEN4010.JMCA.JParser.JavaCharStream,132,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,62,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,96,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,86,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,106,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,156,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,134,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,76,30,30
com.soops.CEN4010.JMCA.JParser.JavaCharStream,150,30,30
com.yahoo.platform.yui.compressor.JavaScriptCompressor,139,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,130,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,76,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,98,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,132,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,167,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,419,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,405,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,410,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,459,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,350,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,310,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,302,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,308,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,254,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,16,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,507,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,278,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,203,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,68,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,23,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,39,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,222,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,365,30,10
com.yahoo.platform.yui.compressor.JavaScriptCompressor,499,30,26
com.yahoo.platform.yui.compressor.JavaScriptCompressor,504,30,27
com.yahoo.platform.yui.compressor.JavaScriptCompressor,2,30,28
com.yahoo.platform.yui.compressor.JavaScriptCompressor,343,30,28
com.yahoo.platform.yui.compressor.JavaScriptCompressor,300,30,30
com.yahoo.platform.yui.compressor.ScriptOrFnScope,19,0,0
com.yahoo.platform.yui.compressor.ScriptOrFnScope,16,30,22
com.yahoo.platform.yui.compressor.ScriptOrFnScope,39,30,30
com.yahoo.platform.yui.compressor.YUICompressor,64,0,0
com.yahoo.platform.yui.compressor.YUICompressor,74,0,0
com.yahoo.platform.yui.compressor.YUICompressor,87,0,0
com.yahoo.platform.yui.compressor.YUICompressor,50,30,11
com.yahoo.platform.yui.compressor.YUICompressor,52,30,30
com.yahoo.platform.yui.compressor.YUICompressor,37,30,30
Convert,17,0,0
Convert,6,0,0
corina.formats.TucsonSimple,34,1,0
corina.formats.TucsonSimple,4,30,30
de.beiri22.stringincrementor.StringIncrementor,27,0,0
de.devcity.parseargs.ArgsParser,70,15,0
de.devcity.parseargs.ArgsParser,66,30,1
de.devcity.parseargs.ArgsParser,62,30,26
de.devcity.parseargs.ArgsParser,1,30,30
de.huxhorn.lilith.data.access.AccessEvent,106,24,0
de.huxhorn.lilith.data.access.AccessEvent,118,21,0
de.huxhorn.lilith.data.access.AccessEvent,69,30,0
de.huxhorn.lilith.data.access.AccessEvent,75,30,0
de.huxhorn.lilith.data.access.AccessEvent,29,30,30
de.huxhorn.lilith.data.access.AccessEvent,12,29,30
de.huxhorn.lilith.data.access.AccessEvent,121,30,0
de.huxhorn.lilith.data.access.AccessEvent,54,30,0
de.outstare.fortbattleplayer.model.impl.SimpleSector,15,30,30
de.outstare.fortbattleplayer.model.impl.SimpleSector,14,30,30
de.outstare.fortbattleplayer.model.impl.SimpleSector,31,30,30
de.outstare.fortbattleplayer.statistics.BattleStatistics,106,14,1
de.outstare.fortbattleplayer.statistics.BattleStatistics,80,17,1
de.outstare.fortbattleplayer.statistics.BattleStatistics,50,29,2
de.outstare.fortbattleplayer.statistics.BattleStatistics,137,30,6
de.outstare.fortbattleplayer.statistics.BattleStatistics,4,30,27
de.outstare.fortbattleplayer.statistics.BattleStatistics,133,30,30
de.outstare.fortbattleplayer.statistics.BattleStatistics,13,30,30
de.outstare.fortbattleplayer.statistics.BattleStatistics,58,30,30
de.paragon.explorer.event.ExplorerFrameEventConverter,45,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,52,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,80,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,147,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,139,0,0
de.progra.charting.CoordSystemUtilities,80,2,0
de.progra.charting.CoordSystemUtilities,86,9,0
de.progra.charting.CoordSystemUtilities,70,1,0
de.progra.charting.CoordSystemUtilities,15,23,2
de.progra.charting.CoordSystemUtilities,11,30,20
de.tudarmstadt.ukp.wikipedia.api.CycleHandler,16,0,0
de.tudarmstadt.ukp.wikipedia.api.Title,4,30,30
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,49,0,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,52,0,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,6,30,17
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,53,29,19
dk.statsbiblioteket.summa.storage.database.StatementHandler,17,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,81,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,77,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,61,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,45,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,31,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,50,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,139,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,53,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,61,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,191,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,63,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,179,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,221,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,22,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,50,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,11,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,110,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,155,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,32,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,255,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,216,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,21,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,71,0,0
dsachat.client.gui.InternalChatFrame,10,0,0
dsachat.client.gui.InternalChatFrame,8,0,0
dsachat.client.gui.InternalChatFrame,28,0,0
dsachat.client.gui.InternalChatFrame,14,0,0
dsachat.client.gui.InternalChatFrame,26,0,0
dsachat.server.Handler,66,0,0
dsachat.server.Handler,63,0,0
dsachat.server.Handler,60,0,0
dsachat.server.Handler,44,0,0
dsachat.server.Handler,48,0,0
dsachat.server.Handler,26,30,22
dsachat.server.Handler,67,30,30
dsachat.server.Handler,83,30,30
edu.mscd.cs.jclo.JCLO,133,0,0
edu.mscd.cs.jclo.JCLO,122,30,0
edu.mscd.cs.jclo.JCLO,100,0,0
edu.mscd.cs.jclo.JCLO,131,30,30
edu.mscd.cs.jclo.JCLO,74,30,30
edu.mscd.cs.jclo.JCLO,5,30,30
fi.vtt.noen.mfw.bundle.probe.shared.ProbeInformation,33,30,0
fi.vtt.noen.mfw.bundle.probe.shared.ProbeInformation,67,19,0
fi.vtt.noen.mfw.bundle.probe.shared.ProbeInformation,14,30,25
fi.vtt.noen.mfw.bundle.probe.shared.ProbeInformation,20,30,26
fi.vtt.noen.mfw.bundle.probe.shared.ProbeInformation,23,30,30
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,35,22,0
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,38,22,0
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,56,30,24
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,4,30,30
fps370.Fps370Panel,51,0,0
fps370.Fps370Panel,147,0,0
fps370.Fps370Panel,64,0,0
fps370.Fps370Panel,113,0,0
fps370.Fps370Panel,53,0,0
fps370.Fps370Panel,68,0,0
fps370.Fps370Panel,111,0,0
fps370.Fps370Panel,17,0,0
fps370.Fps370Panel,139,0,0
fps370.Fps370Panel,66,0,0
fps370.Fps370Panel,40,0,0
fps370.Fps370Panel,137,0,0
fps370.Fps370Panel,47,0,0
fps370.Fps370Panel,104,0,0
fps370.Fps370Panel,92,0,0
fr.pingtimeout.jtail.gui.action.IndexFileAction,9,0,0
fr.unice.gfarce.dao.OracleIdentiteDao,32,0,0
fr.unice.gfarce.dao.OracleIdentiteDao,28,29,30
fr.unice.gfarce.interGraph.ModifTableStockage,33,9,0
fr.unice.gfarce.interGraph.ModifTableStockage,70,1,0
fr.unice.gfarce.interGraph.ModifTableStockage,74,1,0
fr.unice.gfarce.interGraph.ModifTableStockage,18,22,3
fr.unice.gfarce.interGraph.ModifTableStockage,110,30,25
fr.unice.gfarce.interGraph.ModifTableStockage,6,30,30
framework.util.jdbc.JDBCUtils,93,2,0
framework.util.jdbc.JDBCUtils,97,2,0
framework.util.jdbc.JDBCUtils,41,0,0
framework.util.jdbc.JDBCUtils,113,0,0
framework.util.jdbc.JDBCUtils,115,0,0
framework.util.jdbc.JDBCUtils,100,0,0
framework.util.jdbc.JDBCUtils,124,0,0
framework.util.jdbc.JDBCUtils,101,4,2
framework.util.jdbc.JDBCUtils,59,30,27
framework.util.StringUtils,34,29,14
framework.util.StringUtils,92,30,26
framework.util.StringUtils,49,30,30
framework.util.StringUtils,17,30,30
framework.util.StringUtils,97,28,30
framework.util.StringUtils,53,30,30
framework.util.StringUtils,16,30,30
freemind.extensions.ExportHook,18,0,0
freemind.extensions.ExportHook,15,0,0
geo.google.datamodel.GeoStatusCode,16,30,11
geo.google.datamodel.GeoStatusCode,10,30,13
geo.google.datamodel.GeoStatusCode,18,30,14
geo.google.datamodel.GeoStatusCode,9,30,30
geo.google.mapping.AddressToUsAddressFunctor,9,30,0
geo.google.mapping.AddressToUsAddressFunctor,13,30,0
ghm.follow.gui.TabbedPane,18,0,0
ghm.follow.search.SearchableTextPane,10,29,22
glengineer.agents.GroupAgent,86,16,0
glengineer.agents.GroupAgent,71,18,1
glengineer.agents.GroupAgent,44,30,14
glengineer.agents.GroupAgent,89,30,16
glengineer.agents.GroupAgent,15,30,18
glengineer.agents.GroupAgent,50,30,19
glengineer.agents.GroupAgent,36,30,28
gnu.trove.decorator.TDoubleShortMapDecorator,51,0,0
gnu.trove.decorator.TDoubleShortMapDecorator,65,0,0
gnu.trove.decorator.TDoubleShortMapDecorator,46,0,0
gnu.trove.decorator.TDoubleShortMapDecorator,45,30,16
gnu.trove.decorator.TDoubleShortMapDecorator,34,30,23
gnu.trove.decorator.TDoubleShortMapDecorator,16,30,25
gnu.trove.decorator.TDoubleShortMapDecorator,18,30,28
gnu.trove.decorator.TShortByteMapDecorator,37,30,21
gnu.trove.decorator.TShortByteMapDecorator,67,30,28
gnu.trove.decorator.TShortByteMapDecorator,24,30,30
gnu.trove.decorator.TShortByteMapDecorator,46,30,30
gnu.trove.impl.hash.TCharHash,6,0,0
gnu.trove.impl.hash.TCharHash,55,0,0
gnu.trove.impl.hash.TCharHash,36,30,14
gnu.trove.impl.hash.TCharHash,46,30,29
gnu.trove.impl.hash.TFloatCharHash,84,0,0
gnu.trove.impl.hash.TFloatCharHash,46,26,2
gnu.trove.impl.hash.TFloatCharHash,41,30,21
gnu.trove.impl.hash.TFloatCharHash,20,30,25
gnu.trove.impl.hash.TFloatCharHash,5,30,27
gnu.trove.impl.hash.TFloatCharHash,11,30,28
gnu.trove.impl.hash.TFloatCharHash,12,30,30
gnu.trove.impl.hash.TFloatCharHash,10,30,30
gnu.trove.impl.hash.TFloatDoubleHash,77,0,0
gnu.trove.impl.hash.TFloatDoubleHash,81,0,0
gnu.trove.impl.hash.TFloatDoubleHash,39,29,7
gnu.trove.impl.hash.TFloatDoubleHash,40,30,23
gnu.trove.impl.hash.TShortHash,44,28,5
gnu.trove.list.linked.TDoubleLinkedList,206,0,0
gnu.trove.list.linked.TDoubleLinkedList,67,17,0
gnu.trove.list.linked.TDoubleLinkedList,185,4,1
gnu.trove.list.linked.TDoubleLinkedList,233,21,1
gnu.trove.list.linked.TDoubleLinkedList,263,29,5
gnu.trove.list.linked.TDoubleLinkedList,38,27,5
gnu.trove.list.linked.TDoubleLinkedList,64,25,5
gnu.trove.list.linked.TDoubleLinkedList,62,26,11
gnu.trove.list.linked.TDoubleLinkedList,200,30,15
gnu.trove.list.linked.TDoubleLinkedList,162,30,17
gnu.trove.list.linked.TDoubleLinkedList,163,30,20
gnu.trove.list.linked.TDoubleLinkedList,247,28,22
gnu.trove.list.linked.TDoubleLinkedList,45,28,25
gnu.trove.list.linked.TDoubleLinkedList,252,29,28
gnu.trove.list.linked.TDoubleLinkedList,235,30,29
gnu.trove.list.linked.TDoubleLinkedList,50,30,30
gnu.trove.map.hash.TByteFloatHashMap,33,23,2
gnu.trove.map.hash.TByteFloatHashMap,18,9,2
gnu.trove.map.hash.TByteFloatHashMap,294,12,4
gnu.trove.map.hash.TByteFloatHashMap,66,28,13
gnu.trove.map.hash.TByteFloatHashMap,247,24,14
gnu.trove.map.hash.TByteFloatHashMap,193,29,18
gnu.trove.map.hash.TByteFloatHashMap,265,29,22
gnu.trove.map.hash.TByteFloatHashMap,82,28,22
gnu.trove.map.hash.TByteFloatHashMap,260,29,24
gnu.trove.map.hash.TByteFloatHashMap,258,28,26
gnu.trove.map.hash.TByteFloatHashMap,52,29,28
gnu.trove.map.hash.TByteFloatHashMap,3,30,30
gnu.trove.map.hash.TByteFloatHashMap,116,30,30
gnu.trove.map.hash.TByteFloatHashMap,236,30,30
gnu.trove.map.hash.TByteObjectHashMap,107,0,0
gnu.trove.map.hash.TByteObjectHashMap,211,2,0
gnu.trove.map.hash.TByteObjectHashMap,38,14,2
gnu.trove.map.hash.TByteObjectHashMap,199,24,4
gnu.trove.map.hash.TByteObjectHashMap,237,9,4
gnu.trove.map.hash.TByteObjectHashMap,155,15,5
gnu.trove.map.hash.TByteObjectHashMap,116,29,6
gnu.trove.map.hash.TByteObjectHashMap,106,21,7
gnu.trove.map.hash.TByteObjectHashMap,52,25,7
gnu.trove.map.hash.TByteObjectHashMap,189,30,7
gnu.trove.map.hash.TByteObjectHashMap,146,29,22
gnu.trove.map.hash.TByteObjectHashMap,76,29,23
gnu.trove.map.hash.TByteObjectHashMap,63,30,28
gnu.trove.map.hash.TByteObjectHashMap,118,30,30
gnu.trove.map.hash.TByteObjectHashMap,147,30,30
gnu.trove.map.hash.TByteObjectHashMap,252,30,30
gnu.trove.map.hash.TByteObjectHashMap,20,30,30
gnu.trove.map.hash.TByteObjectHashMap,104,30,30
gnu.trove.map.hash.TFloatObjectHashMap,186,2,1
gnu.trove.map.hash.TFloatObjectHashMap,173,14,2
gnu.trove.map.hash.TFloatObjectHashMap,168,20,4
gnu.trove.map.hash.TFloatObjectHashMap,156,18,4
gnu.trove.map.hash.TFloatObjectHashMap,65,28,4
gnu.trove.map.hash.TFloatObjectHashMap,4,29,14
gnu.trove.map.hash.TFloatObjectHashMap,12,30,24
gnu.trove.map.hash.TFloatObjectHashMap,89,28,27
gnu.trove.map.hash.TFloatObjectHashMap,76,30,28
gnu.trove.map.hash.TFloatObjectHashMap,197,29,29
gnu.trove.map.hash.TFloatObjectHashMap,10,30,29
gnu.trove.map.hash.TFloatObjectHashMap,6,30,30
gnu.trove.map.hash.TFloatObjectHashMap,115,30,30
gnu.trove.map.hash.TFloatObjectHashMap,126,30,30
gnu.trove.map.hash.TFloatObjectHashMap,191,30,30
httpanalyzer.HttpAnalyzerView,77,0,0
httpanalyzer.HttpAnalyzerView,95,0,0
httpanalyzer.HttpAnalyzerView,83,0,0
httpanalyzer.HttpAnalyzerView,146,0,0
httpanalyzer.HttpAnalyzerView,171,0,0
httpanalyzer.HttpAnalyzerView,151,0,0
httpanalyzer.HttpAnalyzerView,192,0,0
httpanalyzer.HttpAnalyzerView,86,0,0
httpanalyzer.HttpAnalyzerView,124,0,0
httpanalyzer.HttpAnalyzerView,7,0,0
httpanalyzer.Password,38,0,0
httpanalyzer.Password,32,30,30
httpanalyzer.Password,31,30,30
httpanalyzer.Password,30,30,30
httpanalyzer.Password,17,30,30
httpanalyzer.Password,19,30,30
httpanalyzer.Password,40,30,30
httpanalyzer.Password,53,30,30
ioproject.server.network.ClientGroup,61,28,0
ioproject.server.network.ClientGroup,49,30,11
ioproject.server.network.ClientGroup,29,30,30
ioproject.server.network.ClientGroup,1,30,30
ipac.BinaryCalculate,65,30,23
ipac.BinaryCalculate,58,30,30
ipac.BinaryCalculate,29,30,30
ipac.BinaryCalculate,80,30,30
ipac.BinaryCalculate,1,30,30
ipac.WhoIS,9,0,0
ipac.WhoIS,15,0,0
ipac.WhoIS,29,5,2
ipac.WhoIS,51,5,2
ipac.WhoIS,19,5,2
ipac.WhoIS,32,5,2
jahuwaldt.plot.PlotAxis,23,29,11
jahuwaldt.plot.PlotAxis,36,30,16
jahuwaldt.plot.PlotAxis,15,30,29
jahuwaldt.plot.PlotAxis,24,30,30
jahuwaldt.plot.PlotAxis,14,30,30
jahuwaldt.plot.PlotAxis,22,30,30
jaw.entrada.Salvar,5,0,0
jcmdline.HelpCmdLineHandler,39,0,0
jcmdline.HelpCmdLineHandler,18,30,30
jcmdline.HelpCmdLineHandler,9,30,30
jgaapGUI,1,30,30
jigl.image.levelSetTool.LevelSetNudge,68,0,0
jigl.image.levelSetTool.LevelSetNudge,53,0,0
jigl.image.levelSetTool.LevelSetNudge,92,0,0
jigl.image.levelSetTool.LevelSetNudge,95,30,25
jigl.image.levelSetTool.LevelSetNudge,32,30,30
jigl.image.ops.ConnectedComponents,66,29,0
jigl.image.ops.ConnectedComponents,65,4,0
jigl.image.ops.ConnectedComponents,59,27,0
jigl.image.ops.ConnectedComponents,3,30,30
jigl.image.ops.levelOps.Clip,12,4,5
jigl.image.ops.Shift,27,29,8
jigl.image.ops.Shift,20,30,29
jipa.Main,87,0,0
jipa.Main,129,12,24
jipa.Main,7,28,25
jipa.Main,1,30,30
jipa.Main,82,30,30
jipa.Main,68,30,30
jipa.Main,54,30,30
jipa.Variable,10,30,30
Joshua.FoxHunt.FoxHuntFrame,12,0,0
Joshua.FoxHunt.FoxHuntFrame,32,0,0
JSci.maths.LinearMath,247,2,0
JSci.maths.LinearMath,239,11,0
JSci.maths.LinearMath,79,16,0
JSci.maths.LinearMath,72,15,0
JSci.maths.LinearMath,177,0,0
JSci.maths.LinearMath,127,1,0
JSci.maths.LinearMath,132,1,0
JSci.maths.LinearMath,17,18,1
JSci.maths.LinearMath,22,17,1
JSci.maths.LinearMath,242,17,2
JSci.maths.LinearMath,171,22,5
JSci.maths.LinearMath,217,20,5
JSci.maths.LinearMath,10,21,14
JSci.maths.LinearMath,226,27,16
JSci.maths.LinearMath,59,24,17
JSci.maths.LinearMath,57,30,29
JSci.maths.LinearMath,46,30,29
JSci.maths.SpecialMath,107,30,24
JSci.maths.SpecialMath,103,30,29
JSci.maths.SpecialMath,115,30,29
JSci.maths.SpecialMath,184,29,30
JSci.maths.SpecialMath,160,30,30
JSci.maths.SpecialMath,153,30,30
JSci.maths.SpecialMath,70,30,30
JSci.maths.SpecialMath,151,30,30
JSci.maths.SpecialMath,154,30,30
JSci.maths.SpecialMath,62,30,30
JSci.maths.SpecialMath,82,30,30
JSci.maths.SpecialMath,46,29,30
JSci.maths.symbolic.SimpleCharStream,37,30,30
JSci.maths.symbolic.SimpleCharStream,50,30,30
JSci.maths.symbolic.SimpleCharStream,17,30,30
lotus.core.phases.Phase,1,30,30
macaw.presentationLayer.MacawWorkBench,19,0,0
macaw.presentationLayer.MacawWorkBench,21,0,0
macaw.presentationLayer.MacawWorkBench,14,0,0
macaw.presentationLayer.MacawWorkBench,6,0,0
macaw.util.DisplayableListPanel,39,0,0
macaw.util.DisplayableListPanel,46,0,0
Menu,37,0,0
Menu,26,0,0
Menu,20,0,0
Menu,4,0,0
mindbright.ssh.SSHSCPGUIThread,70,18,0
mindbright.ssh.SSHSCPGUIThread,84,8,0
mindbright.ssh.SSHSCPGUIThread,8,0,0
mindbright.ssh.SSHSCPGUIThread,19,0,0
mindbright.ssh.SSHSCPGUIThread,33,6,1
MP3,4,0,0
mygrid.web._Fail,25,30,5
mygrid.web._Fail,12,30,30
net.kencochrane.a4j.file.FileUtil,111,0,0
net.kencochrane.a4j.file.FileUtil,93,0,0
net.kencochrane.a4j.file.FileUtil,57,0,0
net.kencochrane.a4j.file.FileUtil,75,28,3
net.kencochrane.a4j.file.FileUtil,117,23,5
net.kencochrane.a4j.file.FileUtil,60,30,30
net.kencochrane.a4j.file.FileUtil,72,30,30
net.sf.javaml.core.AbstractInstance,15,30,28
net.sf.javaml.core.AbstractInstance,9,30,30
net.sf.javaml.core.AbstractInstance,3,30,30
net.sf.javaml.core.DefaultDataset,13,30,1
net.sf.javaml.core.DefaultDataset,31,30,15
net.sf.javaml.core.DefaultDataset,30,30,16
net.sf.javaml.core.DenseInstance,24,30,5
net.sf.javaml.core.DenseInstance,25,30,7
net.sf.javaml.core.DenseInstance,39,30,28
net.sf.javaml.core.DenseInstance,26,30,30
net.sf.javaml.core.DenseInstance,49,30,30
net.sf.javaml.core.DenseInstance,9,30,30
net.sf.javaml.core.Fold,44,30,25
net.sf.javaml.core.Fold,35,30,27
net.sf.javaml.core.Fold,34,30,30
net.sf.javaml.core.Fold,8,30,30
net.sf.javaml.core.Fold,1,30,30
net.sf.javaml.core.Fold,40,30,30
net.sf.javaml.core.Fold,27,30,30
net.sf.javaml.core.SparseInstance,1,30,30
net.sf.javaml.tools.data.ARFFHandler,15,30,25
net.sf.lavalamp.device.TimeOfDay,16,30,7
net.sf.lavalamp.device.TimeOfDay,15,29,16
net.sf.lavalamp.device.TimeOfDay,11,30,27
net.sf.lavalamp.device.TimeOfDay,4,30,30
net.sf.sugar.fspath.cli.FSPathExplorer,16,0,0
net.sf.sugar.fspath.cli.FSPathExplorer,7,30,28
net.sf.xbus.base.core.MessageHandler,16,0,0
net.sf.xbus.base.core.reflection.XBUSClassLoader,12,0,0
net.sf.xbus.base.core.reflection.XBUSClassLoader,9,0,0
net.sf.xbus.base.core.reflection.XBUSClassLoader,10,0,0
net.sf.xisemele.impl.OperationsHelperImpl,18,0,0
net.sf.xisemele.impl.OperationsHelperImpl,9,30,1
net.sourceforge.beanbin.reflect.MethodReflectionCriteria,4,0,0
net.sourceforge.beanbin.reflect.MethodReflectionCriteria,32,30,3
net.sourceforge.beanbin.reflect.MethodReflectionCriteria,1,30,30
net.sourceforge.beanbin.reflect.MethodReflectionCriteria,8,30,30
net.sourceforge.beanbin.reflect.ReflectionSearch,7,0,0
net.sourceforge.beanbin.reflect.ReflectionSearch,18,30,30
net.sourceforge.beanbin.reflect.ReflectionSearch,41,30,30
net.sourceforge.beanbin.reflect.ReflectionSearch,40,30,30
net.sourceforge.ext4j.taglib.bo.Request,76,30,10
net.sourceforge.ext4j.taglib.bo.Request,68,30,12
net.sourceforge.ext4j.taglib.bo.Request,109,30,14
net.sourceforge.ext4j.taglib.bo.Request,27,30,15
net.sourceforge.ext4j.taglib.bo.Request,129,30,30
net.sourceforge.ext4j.taglib.bo.Request,102,30,30
net.sourceforge.ext4j.taglib.bo.Request,39,30,30
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,38,0,0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,21,0,0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,31,0,0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,22,0,0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,2,30,30
net.sourceforge.schemaspy.model.Table,372,0,0
net.sourceforge.schemaspy.model.Table,328,0,0
net.sourceforge.schemaspy.model.Table,35,0,0
net.sourceforge.schemaspy.model.Table,194,0,0
net.sourceforge.schemaspy.model.Table,90,0,0
net.sourceforge.schemaspy.model.Table,129,0,0
net.sourceforge.schemaspy.model.Table,302,0,0
net.sourceforge.schemaspy.model.Table,229,0,0
net.sourceforge.schemaspy.model.Table,21,0,0
net.sourceforge.schemaspy.model.Table,286,0,0
net.sourceforge.schemaspy.model.Table,273,0,0
net.sourceforge.schemaspy.model.Table,178,0,0
net.sourceforge.schemaspy.model.Table,1,0,0
net.sourceforge.schemaspy.model.Table,70,0,0
net.sourceforge.schemaspy.model.Table,171,0,0
net.sourceforge.schemaspy.model.Table,215,30,30
net.sourceforge.schemaspy.model.xml.TableMeta,13,0,0
net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,28,0,0
net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,15,21,9
net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,19,0,0
